id	long	lat	nombre	sucursal	telefonos	mail	calle	altura	piso_dpto	calle_cruce	barrio	comuna	codigo_postal	codigo_postal_argentino
298	-58.3931257638158	-34.5950964186999	Banco Galicia	Sucursal 325 - Callao Y Arenales	4815-6977/4815-0227/4815-0218		CALLAO	1171			Recoleta	2	1023	C1023AAE
284	-58.3921130118757	-34.6053941213796	Banco Galicia	Sucursal 169 - Congreso	4375-4274/4375-4275/4375-4276/4375-4277		CALLAO	329			San Nicolas	1	1022	C1022AAD
199	-58.3920696176767	-34.60597944563	Banco Patagonia	Sucursal 312 - Callao	4371-4572/4371-7515/4371-1977/4371-4557		CALLAO	273			San Nicolas	1	1022	C1022AAC
192	-58.3931393817528	-34.5952181516509	Banco Patagonia	Sucursal 323 - Barrio Norte	4811-0871/4811-2411/4815-1056/4813-2396		CALLAO	1165			Recoleta	2	1023	C1023AAE
173	-58.3920185233637	-34.6066916396746	Banco De La Provincia De Buenos Aires	Sucursal 20 - Callao	4371-5939/4373-7044/4373-6594/4373-6300/4373-6592		CALLAO	201			San Nicolas	1	1022	C1022AAC
168	-58.3915428015489	-34.5913228354627	Banco De La Provincia De Buenos Aires	Modulo De Atencion Bancaria Colegio De Escribanos			CALLAO	1542			Recoleta	2	1024	C1024AAO
122	-58.3918619641003	-34.6078524690442	Banco De La Nacion Argentina	Sucursal - Congreso	4371-3138		CALLAO	101			San Nicolas	1	1022	C1022AAB
21	-58.3930736178665	-34.5932658814894	Banco Ciudad De Buenos Aires	Centro Recaudador	4812-9113/4812-7436		CALLAO AV.	1326			Recoleta	2	1023	C1023AAT
20	-58.3915428015489	-34.5913228354627	Banco Ciudad De Buenos Aires	Anexo Sucursal 17	4801-0081 int.215		CALLAO AV.	1542			Recoleta	2	1024	C1024AAO
19	-58.3931636942735	-34.5936851188397	Banco Ciudad De Buenos Aires	Sucursal 17 - Recoleta	4811-1491/4814-0742	suc17@bancociudad.com.ar	CALLAO AV.	1304			Recoleta	2	1023	C1023AAT
670	-58.4404104643227	-34.6002687063677	Banco Credicoop Cooperativo Limitado	Sucursal 6 - Villa Crespo	4854-5767		CAMARGO	544			Villa Crespo	15	1414	C1414AHL
677	-58.4426670838172	-34.563492988205	Banco Itau	Sucursal 060 - Luis Maria Campos	4784-7714/4787-0644/4787-0645		CAMPOS LUIS M.	1407			Belgrano	13	1426	C1426BOM
532	-58.4404089191921	-34.5652046530643	Banco Supervielle	Sucursal - Imprenta	4773-1420/4773-2993/4773-3443	imprenta@supervielle.com.ar	CAMPOS LUIS M.	1201			Palermo	14	1426	C1426BOK
449	-58.4399726440578	-34.5655691862434	Banco Santander Rio	Sucursal 210 - Luis Maria Campos	4110-5800		CAMPOS LUIS M.	1175			Palermo	14	1426	C1426BOJ
368	-58.4422574094654	-34.5637916143269	Bbva Banco Frances	Sucursal 352 - Belgrano	4783-4174/4783-5741/4783-5892/4783-5926		CAMPOS LUIS M.	1383			Palermo	14	1426	C1426BOL
297	-58.4418896050175	-34.5640586518195	Banco Galicia	Sucursal 322 - Belgrano	4783-2554/4784-6001		CAMPOS LUIS M.	1349			Palermo	14	1426	C1426BOL
208	-58.4356843874372	-34.5704043985312	Banco Patagonia	Centro De Atencion Comercial Hospital Militar	4777-8857/4777-8834/4777-8837		CAMPOS LUIS M.	726			Palermo	14	1426	C1426BOS
106	-58.4367133463556	-34.5690436659926	Banco De La Nacion Argentina	Sucursal - Luis M. Campos	4774-6848		CAMPOS LUIS M.	813			Palermo	14	1426	C1426BOG
13	-58.3803191793807	-34.6054828933954	Banco Ciudad De Buenos Aires	Anexo Centro Recaudador Carabelas			CARABELAS	240			San Nicolas	1	1009	C1009AAB
656	-58.4105879511547	-34.6379074470743	Banco Credicoop Cooperativo Limitado	Sucursal 4 - Parque Patricios	4911-2414		CASEROS	3267			Parque Patricios	4	1263	C1263AAB
482	-58.4018894540315	-34.6363771424981	Banco Santander Rio	Sucursal 175 - Parque Patricios	4110-7700		CASEROS	2795			Parque Patricios	4	1264	C1264AAH
195	-58.4156363594772	-34.6387944094619	Banco Patagonia	Sucursal 103 - Boedo	4923-2263/4923-7179		CASEROS	3599			Boedo	5	1263	C1263AAE
166	-58.4045595015822	-34.6368500691931	Banco De La Provincia De Buenos Aires	Sucursal 10 - Parque Patricios	4943-1569/4943-5101/4943-2053/4308-2625		CASEROS	2935			Parque Patricios	4	1264	C1264AAJ
109	-58.4039522106118	-34.6369056053239	Banco De La Nacion Argentina	Sucursal - Parque Patricios	4912-2142		CASEROS	2902			Parque Patricios	4	1264	C1264AAW
18	-58.4010973222775	-34.6363962335284	Banco Ciudad De Buenos Aires	Anexo Sucursal 16	4912-1713/4912-1714		CASEROS AV.	2736			Parque Patricios	4	1264	C1264AAU
17	-58.4036124843697	-34.6368464694052	Banco Ciudad De Buenos Aires	Sucursal 16 - Parque Patricios	4911-3983/4911-5822	suc16@bancociudad.com.ar	CASEROS AV.	2890			Parque Patricios	4	1264	C1264AAV
188	-58.5207704220056	-34.6543759472716	Banco Patagonia	Sucursal 134 - Av. Emilio Castro	4644-2076/4644-0976		CASTRO EMILIO	7325			Liniers	9	1408	C1408IGK
749	-58.3824413721383	-34.5897729200761	Banco Comafi	Sucursal - La Recova	4328-2386		CERRITO	1535			Retiro	1	1010	C1010ABE
683	-58.3825197248748	-34.599983988623	Banco Itau	Sucursal 050 - Cerrito	4382-8742/4382-0288/4382-0714		CERRITO	748			San Nicolas	1	1010	C1010AAP
495	-58.3827953067621	-34.595027942693	Banco Santander Rio	Sucursal 127 - Cerrito	4110-6700		CERRITO	1146			Retiro	1	1010	C1010AAX
124	-58.3823852398399	-34.6016210738304	Banco De La Nacion Argentina	Sucursal - I.A.F.	4370-1824		CERRITO	572			San Nicolas	1	1010	C1010AAL
699	-58.4105955876322	-34.5796539919337	Banco Itau	Sucursal 097 - Cerviño	4801-8315/4802-3829		CERVI	3654			Palermo	14	1425	C1425AGS
523	-58.4118034330756	-34.5795660002974	Banco Supervielle	Sucursal - Botanico	4806-8971/4806-8994/4806-8859	botanico@supervielle.com.ar	CERVI	3799			Palermo	14	1425	C1425AGG
480	-58.4237403012456	-34.5749390943268	Banco Santander Rio	Sucursal 217 - Cerviño	4110-5700		CERVI	4709			Palermo	14	1425	C1425AIA
404	-58.4230409884084	-34.5753126928016	Bbva Banco Frances	Sucursal 52 - Palermo	4771-9990/4772-1200/4772-6100/4773-8063		CERVI	4648			Palermo	14	1425	C1425AHQ
770	-58.3889887002516	-34.6128496304236	Compañia Financiera Argentina	Sucursal - Virrey Cevallos	4382-6880		CEVALLOS VIRREY	331			Monserrat	1	1077	C1077AAG
543	-58.4092229726123	-34.5928921715556	Banco Supervielle	Sucursal - Plaza Guemes	4825-9361/4826-9101	plazaguemes@supervielle.com.ar	CHARCAS	3062			Recoleta	2	1425	C1425BML
740	-58.4582466273508	-34.5618850405735	Banco Comafi	Sucursal - Belgrano	4783-6731		CIUDAD DE LA PAZ	2175			Belgrano	13	1428	C1428CPI
32	-58.4576742253831	-34.562614646439	Banco Ciudad De Buenos Aires	Centro Recaudador	4786-6329		CIUDAD DE LA PAZ	0		JURAMENTO AV.	Belgrano	13		
753	-58.3763228726878	-34.5986874255195	Banco Comafi	Sucursal - Retiro	4311-1080		CORDOBA	669			Retiro	1	1054	C1054AAF
728	-58.3852109222686	-34.5991322770781	Bnp Paribas	Sucursal - Plaza Lavalle	4816-4967		CORDOBA	1299			Retiro	1	1055	C1055AAC
659	-58.3886262200174	-34.59929858599	Banco Credicoop Cooperativo Limitado	Sucursal 218 - Plaza Lavalle	4811-5008		CORDOBA	1527			Recoleta	2	1055	C1055AAF
628	-58.3795494161258	-34.5988805182237	Hsbc Bank Argentina S. A.	Sucursal - Suipacha	4311-8280/4311-8292/4311-8216/4312-8948		CORDOBA	899			Retiro	1	1054	C1054AAH
534	-58.371969661148	-34.5983714934655	Banco Supervielle	Sucursal - Alem	4324-8985/4324-8986/4324-8987	alem@supervielle.com.ar	CORDOBA	331			Retiro	1	1054	C1054AAC
481	-58.4348006677029	-34.5912715301962	Banco Santander Rio	Sucursal 395 - Plaza Serrano	4118-2900		CORDOBA	5030			Villa Crespo	15	1414	C1414BAV
427	-58.4308282631701	-34.5936875135499	Bbva Banco Frances	Sucursal 35 - Villa Crespo	4777-9948/4777-7214/4772-0950/4771-2983		CORDOBA	4675			Palermo	14	1414	C1414BAE
390	-58.3757583005685	-34.5986479080083	Bbva Banco Frances	Sucursal 166 - Microcentro	4314-8720/4314-7952/4314-5861/4314-6160/4314-6486		CORDOBA	631			Retiro	1	1054	C1054AAF
327	-58.3758764092041	-34.5986561751669	Standard Bank	Sucursal 512 - Retiro	4314-2531/4314-2631/4314-0610/4314-0670/4311-0947		CORDOBA	633			Retiro	1	1054	C1054AAF
295	-58.387296433377	-34.5993951775827	Banco Galicia	Sucursal 306 - Plaza Lavalle	4372-2091/4372-2374/4372-4280		CORDOBA	1428			San Nicolas	1	1055	C1055AAR
290	-58.3969010081257	-34.5998058057072	Banco Galicia	Sucursal 234 - F. De Ciencias Economicas	4375-5043/4375-5082/4375-5095/4375-5123		CORDOBA	2090			Balvanera	3	1120	C1120AAP
262	-58.3765153069351	-34.5987008941962	Banco Galicia	Sucursal 64 - Avenida Cordoba	4576-7783/4576-7784/4576-7785		CORDOBA	699			Retiro	1	1054	C1054AAF
256	-58.4122764631565	-34.5978990737395	Banco Galicia	Sucursal 32 - Palermo Sur	4963-4881/4963-4849/4963-5107/4963-4935		CORDOBA	3227			Recoleta	2	1187	C1187AAG
203	-58.3993095010974	-34.5997772125769	Banco Patagonia	Sucursal 146 - Clinicas	4953-6775/4952-1120/4952-3995/4952-9339		CORDOBA	2240			Balvanera	3	1120	C1120AAR
172	-58.3800753909582	-34.5990663306732	Banco De La Provincia De Buenos Aires	Sucursal19 - Avenida Cordoba	4322-3969/4322-4171/4322-3436/4322-7269/4394-0024		CORDOBA	924			San Nicolas	1	1054	C1054AAV
121	-58.4317529187432	-34.5930709040132	Banco De La Nacion Argentina	Sucursal - Avda. Cordoba	4772-9628		CORDOBA	4769			Palermo	14	1414	C1414BAF
54	-58.403199963348	-34.5986344416437	Banco Ciudad De Buenos Aires	Sucursal 60 - Facultades	4964-2374/2397/2410	suc60@bancociudad.com.ar	CORDOBA AV.	2543			Recoleta	2	1120	C1120AAH
48	-58.376416738969	-34.5986939953518	Banco Ciudad De Buenos Aires	Sucursal 53 - Maipu	4313-1478/0594/0682	suc53@bancociudad.com.ar	CORDOBA AV.	675			Retiro	1	1054	C1054AAF
8	-58.4444032922021	-34.5846768555051	Banco Ciudad De Buenos Aires	Sucursal 07 Palermo Viejo	4772-2847/4772-5889	suc07@bancociudad.com.ar	CORDOBA AV.	5991			Palermo	14	1414	C1414BBF
786	-58.3832518860959	-34.6038838754227	Banco De Servicios Y Transacciones	Sucursal - Casa Central	4131-7900		CORRIENTES	1174	PISO 4		San Nicolas	1	1043	C1043AAY
769	-58.4543830066609	-34.5871888055487	Compañia Financiera Argentina	Sucursal - Lacroze	4555-4111		CORRIENTES	6841			Chacarita	15	1427	C1427BPG
768	-58.4012312272861	-34.6045997975315	Compañia Financiera Argentina	Sucursal - Balvanera	4953-0559		CORRIENTES	2423			Balvanera	3	1046	C1046AAC
760	-58.3722116095924	-34.6032139968839	Banco Finansur	Sucursal - Casa Central	011-4324-3400	clientes@bancofinansur.com.ar	CORRIENTES	400			San Nicolas	1	1043	C1043AAQ
711	-58.4420546631291	-34.596725603257	Banco Itau	Sucursal 019 - Villa Crespo	4855-9010		CORRIENTES	5555			Villa Crespo	15	1414	C1414AJI
691	-58.3744426667227	-34.6031867446892	Banco Itau	Sucursal 008 - Florida Y Corrientes	4322-4239/4322-4250/4322-4252/4322-4270		CORRIENTES	555			San Nicolas	1	1043	C1043AAF
664	-58.3890175254026	-34.6042720766715	Banco Credicoop Cooperativo Limitado	Sucursal 70 - Tribunales	4373-7878		CORRIENTES	1574			San Nicolas	1	1042	C1042AAO
640	-58.3979959767609	-34.604487937008	Banco Credicoop Cooperativo Limitado	Sucursal 153 - Balvanera	4953-1013		CORRIENTES	2187			Balvanera	3	1045	C1045AAD
639	-58.4229858333598	-34.6030599264957	Banco Credicoop Cooperativo Limitado	Sucursal 241 - Almagro	4864-8854/4864-9932		CORRIENTES	4124			Almagro	5	1195	C1195AAN
638	-58.4116259564868	-34.6041577271942	Banco Credicoop Cooperativo Limitado	Sucursal 14 - Abasto	4866-6122		CORRIENTES	3300			Balvanera	3	1193	C1193AAR
630	-58.4399608938261	-34.5987917536138	Hsbc Bank Argentina S. A.	Sucursal - Villa Crespo	4854-0747/4854-1830/4857-2823		CORRIENTES	5322			Villa Crespo	15	1414	C1414AJT
621	-58.4016767829995	-34.6047842245003	Hsbc Bank Argentina S. A.	Sucursal - Once / Corrientes	4953-9550/4953-9652/4953- 9793		CORRIENTES	2462			Balvanera	3	1046	C1046AAP
617	-58.3736248707969	-34.6033039620036	Hsbc Bank Argentina S. A.	Sucursal - Microcentro	4328-0604/4328-0670/4328-0671/4328-0673/4328-0674		CORRIENTES	500			San Nicolas	1	1043	C1043AAR
592	-58.4099677225812	-34.6041308448291	Hsbc Bank Argentina S. A.	Sucursal - Abasto	4866-2744/4866-2747/4864-9688/4862-1947		CORRIENTES	3158			Balvanera	3	1193	C1193AAQ
576	-58.4183537707475	-34.6035192389688	Banco Hipotecario	Sucursal - Almagro	4862-3347/4862-2271/4862-2466		CORRIENTES	3820			Almagro	5	1194	C1194AAR
506	-58.4375375393264	-34.6003739182904	Banco Santander Rio	Sucursal 97 - Canning	4110-4700		CORRIENTES	5100			Villa Crespo	15	1414	C1414AJQ
499	-58.3869351782767	-34.6040260171326	Banco Santander Rio	Sucursal 33 - Tribunales	4118-0600		CORRIENTES	1427			San Nicolas	1	1042	C1042AAA
457	-58.3825349698692	-34.6038418002691	Banco Santander Rio	Sucursal 402 - Obelisco	4118-7900		CORRIENTES	1118			San Nicolas	1	1043	C1043AAY
453	-58.4230799132105	-34.6030505881363	Banco Santander Rio	Sucursal 403 - Plaza Almagro	4118-6600		CORRIENTES	4136			Almagro	5	1195	C1195AAN
441	-58.4306090874931	-34.6022985028828	Banco Santander Rio	Sucursal 197 - Angel Gallardo	4119-1000		CORRIENTES	4626			Almagro	5	1195	C1195AAS
438	-58.3726405168965	-34.6032436294422	The Bank Of Tokio - Mitsubishi Ufj Ltd	Sucursal - Buenos Aires	4348-2000		CORRIENTES	420	PISO 2		San Nicolas	1	1043	C1043AAR
428	-58.4376750166402	-34.600144118238	Bbva Banco Frances	Sucursal 135 - Villa Crespo	4857-6841/4857-6842/4857-6843/4857-6844		CORRIENTES	5117			Villa Crespo	15	1414	C1414AJE
393	-58.3866126778198	-34.6040002904138	Bbva Banco Frances	Sucursal 330 - Microcentro	4372-1074/4372-3306/4372-2678/4372-2958/4372-3432		CORRIENTES	1401			San Nicolas	1	1042	C1042AAA
391	-58.3801048525623	-34.603697175304	Bbva Banco Frances	Sucursal 320 - Microcentro	4325-8318/4322-8050		CORRIENTES	942			San Nicolas	1	1043	C1043AAW
385	-58.3824198954338	-34.6038350460328	Bbva Banco Frances	Sucursal 5 - Microcentro	4382-1405/4382-5113/4382-8595/4382-9306		CORRIENTES	1102			San Nicolas	1	1043	C1043AAY
361	-58.3988421869532	-34.6045269786745	Bbva Banco Frances	Sucursal 111 - Balvanera	4952-4304/4952-8300/4953-5440/4954-0049/4954-0051		CORRIENTES	2249			Balvanera	3	1046	C1046AAA
358	-58.4317815971042	-34.602164606538	Bbva Banco Frances	Sucursal 106 - Almagro	4862-4193/4862-5185/4863-2632/4866-1331		CORRIENTES	4694			Almagro	5	1195	C1195AAS
357	-58.412937567544	-34.604048903512	Bbva Banco Frances	Sucursal 7 - Abasto	4861-4285/4862-1800/4865-3708/4866-1339/4866-1342		CORRIENTES	3399			Balvanera	3	1193	C1193AAF
353	-58.4305064327277	-34.6023089831377	Citibank	Sucursal - Villa Crespo			CORRIENTES	4618			Almagro	5	1195	C1195AAS
349	-58.379251651663	-34.6036486503733	Citibank	Sucursal - Plaza Republica			CORRIENTES	886			San Nicolas	1	1043	C1043AAV
336	-58.3910957889574	-34.6044359517934	Citibank	Sucursal - Av. Corrientes			CORRIENTES	1720			San Nicolas	1	1042	C1042AAQ
330	-58.4405614435526	-34.5982345171865	Standard Bank	Sucursal 528 - Villa Crespo	4856-6495/4856-6496/4857-1201/4857-5263		CORRIENTES	5386			Villa Crespo	15	1414	C1414AJT
319	-58.3990599273539	-34.6045364813628	Standard Bank	Sucursal 505 - Once	4952-0909/4952-0704/4952-1599/4952-2718/4952-2838		CORRIENTES	2267			Balvanera	3	1046	C1046AAA
310	-58.3715825497953	-34.6031726011744	Standard Bank	Sucursal 909 - Correo Central	4328-4690/4328-1226/4328-8545/4328-9042		CORRIENTES	366			San Nicolas	1	1043	C1043AAQ
303	-58.4184498763094	-34.6034268643124	Standard Bank	Sucursal 510 - Almagro	4863-1343/4863-2017/4863-4036/4865-4163/4866-4515		CORRIENTES	3829			Almagro	5	1194	C1194AAE
294	-58.4207612147142	-34.6031104848785	Banco Galicia	Sucursal 303 - Medrano	4864-1461/4864-3840		CORRIENTES	3999			Almagro	5	1194	C1194AAF
229	-58.4097847644404	-34.6041425796625	Banco Galicia	Sucursal 03 - Abasto	4863-2774/4863-7843/4865-8007		CORRIENTES	3148			Balvanera	3	1193	C1193AAQ
217	-58.3978192022376	-34.604482461879	Banco Patagonia	Sucursal 119 - Once	4954-6986/4954-0157/4954-0493		CORRIENTES	2171			Balvanera	3	1045	C1045AAD
215	-58.3756829269568	-34.6032633922229	Banco Patagonia	Sucursal 100 - Microcentro	4323-5000		CORRIENTES	629			San Nicolas	1	1043	C1043AAG
213	-58.4404676081777	-34.5983215855837	Banco Patagonia	Sucursal 117 - Malabia	4854-2344/4854-0221		CORRIENTES	5376			Villa Crespo	15	1414	C1414AJT
186	-58.410138855127	-34.6041214388853	Banco Patagonia	Sucursal 20 - Abasto	4861-2023/4862-4623/4867-2265		CORRIENTES	3200			Balvanera	3	1193	C1193AAQ
176	-58.4404653074777	-34.5981967252861	Banco De La Provincia De Buenos Aires	Sucursal 23 - Villa Crespo	4854-2081/4854-2091/4854-2191/4854-2076/4854-2115		CORRIENTES	5399			Villa Crespo	15	1414	C1414AJG
140	-58.4216784028727	-34.6030202049741	Banco De La Provincia De Buenos Aires	Sucursal 9 - Almagro	4862-2081/4862-6690/4862-2082/4864-4450		CORRIENTES	4043			Almagro	5	1194	C1194AAG
128	-58.4407395211858	-34.5979450542455	Banco De La Nacion Argentina	Sucursal - Villa Crespo	4854-7983		CORRIENTES	5401			Villa Crespo	15	1414	C1414AJH
104	-58.3718682051985	-34.603025045765	Banco De La Nacion Argentina	Sucursal - Avda. Corrientes	4318-7224		CORRIENTES	345			San Nicolas	1	1043	C1043AAD
75	-58.3975354477009	-34.6046403482989	Banco De La Nacion Argentina	Sucursal - Balvanera	4953-8381		CORRIENTES	2156			Balvanera	3	1045	C1045AAQ
74	-58.4120297992598	-34.6041735481679	Banco De La Nacion Argentina	Sucursal - Abasto	4862-1702		CORRIENTES	3302			Balvanera	3	1193	C1193AAS
71	-58.4253175731372	-34.6027420620483	Banco De La Nacion Argentina	Sucursal - Almagro	4864-6709		CORRIENTES	4279			Almagro	5	1195	C1195AAB
55	-58.4218521171276	-34.6030029567194	Banco Ciudad De Buenos Aires	Sucursal 63 - Almagro	4863-8249/2603/2682		CORRIENTES AV.	4055			Almagro	5	1194	C1194AAG
39	-58.4094712235523	-34.6039924564053	Banco Ciudad De Buenos Aires	Sucursal 38 - Abasto	4862-5523/4862-5700	suc38@bancociudad.com.ar	CORRIENTES AV.	3151			Balvanera	3	1193	C1193AAD
35	-58.4372543238903	-34.6004687207055	Banco Ciudad De Buenos Aires	Anexo Sucursal 30	4855-6010		CORRIENTES AV.	5066			Villa Crespo	15	1414	C1414AJQ
34	-58.4393804160336	-34.5992062318599	Banco Ciudad De Buenos Aires	Sucursal 30 - Villa Crespo	4854-0217/4855-4571	suc30@bancociudad.com.ar	CORRIENTES AV.	5273			Villa Crespo	15	1414	C1414AJF
11	-58.4025988133348	-34.6048071906491	Banco Ciudad De Buenos Aires	Sucursal 09 - Balvanera	4951-0896/4951-3214	suc09@bancociudad.com.ar	CORRIENTES AV.	2528			Balvanera	3	1046	C1046AAQ
7	-58.3871205188756	-34.604040801859	Banco Ciudad De Buenos Aires	Anexo Sucursal 05	4379-8700 Int. 147		CORRIENTES AV.	1441			San Nicolas	1	1042	C1042AAA
6	-58.3853701326577	-34.6040073435956	Banco Ciudad De Buenos Aires	Atencion Personalizada Al Poder Judicial	4372-0821/4371-2567		CORRIENTES AV.	1312	Piso 8-B		San Nicolas	1	1043	C1043ABN
5	-58.3867562279496	-34.6040920711951	Banco Ciudad De Buenos Aires	Sucursal 75 - Judicial	4372-7340/4371-6609	jarambarri@e-bcba.com.ar	CORRIENTES AV.	1418			San Nicolas	1	1042	C1042AAN
153	-58.5237007903098	-34.6396206172182	Banco De La Provincia De Buenos Aires	Sucursal 21 - Liniers	4641-5632/4641-5930/4641-4200/4641-1208		COSQUIN	61			Liniers	9	1408	C1408GIA
636	-58.4634444270767	-34.562141200146	Hsbc Bank Argentina S. A.	Sucursal - Agencia General Nuñez	4781-1100		CRAMER	2385			Belgrano	13	1428	C1428CTK
520	-58.4579286375715	-34.5688104912328	Banco Supervielle	Sucursal - Belgrano R	4782-4149/4782-4155/4782-8428/4782-8538	belgranoR@supervielle.com.ar	CRAMER	1710			Belgrano	13	1426	C1426APD
446	-58.4605084064465	-34.5658268976524	Banco Santander Rio	Sucursal 130 - Cramer	4110-6800		CRAMER	2000			Belgrano	13	1428	C1428CTD
723	-58.4533506972707	-34.5625993548297	Bnp Paribas	Sucursal - Del Angel	4706-0643		CUBA	1920			Belgrano	13	1428	C1428AED
631	-58.4979564658047	-34.5977271836355	Hsbc Bank Argentina S. A.	Sucursal - Villa Del Parque	4505-0173/4505-0192/4505-0529/4505-0592		CUENCA	3479			Villa Del Parque	11	1417	C1417ABG
430	-58.4974126145583	-34.5984480356942	Bbva Banco Frances	Sucursal 326 - Villa Del Parque	4502-0062/4502-1460/4503-6017/4503-6267		CUENCA	3401			Villa Del Parque	11	1417	C1417ABG
333	-58.4979739873047	-34.5978834450989	Standard Bank	Sucursal 527 - Villa Del Parque	4501-4507/4502-3796/4503-2369/4503-9990		CUENCA	3470			Villa Del Parque	11	1417	C1417ABH
177	-58.4929852845071	-34.6042890928667	Banco De La Provincia De Buenos Aires	Sucursal 8 - Villa Del Parque	4501-7025/4501-2685/4501-3177/4504-4785/4504-7141		CUENCA	2755			Villa Del Parque	11	1417	C1417AAK
131	-58.4913541094679	-34.6061322606182	Banco De La Nacion Argentina	Sucursal - Villa Del Parque	4501-3207		CUENCA	2567			Villa Del Parque	11	1417	C1417AAG
130	-58.4943540161056	-34.6025291648234	Banco De La Nacion Argentina	Sucursal - Cuenca	4502-4991		CUENCA	2971			Villa Del Parque	11	1417	C1417AAO
167	-58.4508160726687	-34.6335303657545	Banco De La Provincia De Buenos Aires	Delegacion 34 -  Puerto Madero	4343-5456/4342-8452/4342-3889		DAVILA	748	DOCK Nº 5		Parque Chacabuco	7	1406	C1406DED
583	-58.4992429510947	-34.6633227980222	Banco De La Pampa	Sucursal - Liniers	4687-0476		DE LA TORRE LISANDRO	2406			Mataderos	9	1440	C1440ECZ
154	-58.4992429510947	-34.6633227980222	Banco De La Provincia De Buenos Aires	Delegacion Mercado De Liniers	4686-5033/4686-5429/4686-5766/4686-6370		DE LA TORRE LISANDRO	2406			Mataderos	9	1440	C1440ECZ
511	-58.5034879584527	-34.5731452512917	Banco Santander Rio	Sucursal 32 - Av. De Los Constituyentes	4116-7300		DE LOS CONSTITUYENTES	5857			Villa Urquiza	12	1431	C1431EZJ
240	-58.5020752466592	-34.5743126735524	Banco Galicia	Sucursal 15 - Constituyentes	4572-5674/4572-0934/4571-1479		DE LOS CONSTITUYENTES	5668			Villa Pueyrredon	12	1431	C1431EZU
137	-58.4999682320942	-34.5757679834377	Banco De La Nacion Argentina	Sucursal - Avda. De Los Constituyentes	4572-1931		DE LOS CONSTITUYENTES	5451			Villa Urquiza	12	1431	C1431EZF
247	-58.4774990020726	-34.5835906264213	Banco Galicia	Sucursal 22 - Parque Chas	4521-2367/4522-0316/4521-0948/4521-1961		DE LOS INCAS	4763			Parque Chas	15	1427	C1427DNM
43	-58.3705896141014	-34.5858664066463	Banco Ciudad De Buenos Aires	Anexo Inmigrantes	5787-0397		DE LOS INMIGRANTES AV.	1950			Retiro	1	1104	C1104ADO
392	-58.3831320645891	-34.6090929618728	Bbva Banco Frances	Sucursal 329 - Microcentro	4381-8755/4383-9669/4384-9449		DE MAYO	1165			Monserrat	1	1085	C1085ABB
317	-58.3834523249039	-34.6091928560517	Standard Bank	Sucursal 503 - Monserrat	4381-3610/4381-7857		DE MAYO	1202			Monserrat	1	1085	C1085ABP
260	-58.3838253932521	-34.6091401782267	Banco Galicia	Sucursal 38 - Avenida De Mayo	4382-8933/4382-9084/4382-9204		DE MAYO	1225			Monserrat	1	1085	C1085ABC
204	-58.3866479641728	-34.6093330160833	Banco Patagonia	Sucursal 200 - Congreso	4382-5671/4382-9364		DE MAYO	1441			Monserrat	1	1085	C1085ABE
100	-58.386728191687	-34.6094964626128	Banco De La Nacion Argentina	Sucursal - Avda. De Mayo	4381-3382		DE MAYO	1464			Monserrat	1	1085	C1085ABR
98	-58.3850693888698	-34.6093037431871	Banco De La Nacion Argentina	Sucursal - Afip - Gc - Emp. Exportadoras	4384-0411		DE MAYO	1317	PB		Monserrat	1	1085	C1085ABD
399	-58.3773766307527	-34.6088537730172	Bbva Banco Frances	Sucursal 44 - Monserrat	4345-3315/4345-3316/4345-3317/4345-3321		DE MAYO AV	782			Monserrat	1	1084	C1084AAP
291	-58.3746899236043	-34.6086697714678	Banco Galicia	Sucursal 236 - Plaza De Mayo	6329-2725/6329-2727/6329-2728/6329-2720		DE MAYO AV	600			Monserrat	1	1084	C1084AAN
485	-58.3649266926933	-34.6005757320568	Banco Santander Rio	Sucursal 381 - Madero Yachting	4109-5100		DEALESSI PIERINA	360			Puerto Madero	1		
708	-58.3716164235699	-34.6175233589164	Banco Itau	Sucursal 052 - San Telmo	4361-4414/4361-4413/4361-4440		DEFENSA	818			San Telmo	1	1065	C1065AAP
99	-58.3721322419517	-34.6095226880251	Banco De La Nacion Argentina	Sucursal - Afip - Gc - Nacionales (Pers. Fisicas)	4347-3100		DEFENSA	135			Monserrat	1	1065	C1065AAA
785	-58.3831031377442	-34.5878164445673	Banco Cetelem Argentina S. A.	Sucursal - Casa Central			DEL LIBERTADOR	767	PISO 2		Retiro	1	1001	C1001ABH
678	-58.4456706323317	-34.558833737234	Banco Itau	Sucursal 067 - Libertador	4788-4700		DEL LIBERTADOR	5767			Belgrano	13	1428	C1428ARA
539	-58.4521028485341	-34.551364765254	Banco Supervielle	Sucursal - Libertador	4781-9707/4781-2965/4706-3133/4706-2322	libertador@supervielle.com.ar	DEL LIBERTADOR	6597			Belgrano	13	1428	C1428ARI
417	-58.4034337784039	-34.5816241481282	Bbva Banco Frances	Sucursal 304 - Recoleta	4802-7674/4802-5005/4802-0973		DEL LIBERTADOR	2166			Palermo	14	1425	C1425AAU
364	-58.4490375754956	-34.5553119032611	Bbva Banco Frances	Sucursal 16 - Belgrano	4783-1922/4788-9305 /4788-9306		DEL LIBERTADOR	6156			Belgrano	13	1428	C1428ARR
274	-58.4035770208747	-34.5816157860284	Banco Galicia	Sucursal 133 - Plaza Grand Bourg	4806-0372/4806-0377/4806-0379		DEL LIBERTADOR	2196			Palermo	14	1425	C1425AAU
